Col1,Col2,Col3,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25,Col26,Col27,Col28,Col29,Col30,Col31,Col32,Col33,Col34,Col35,Col36,Col37,Col38,Col39,Col40,Col41,Col42,Col43,Col44,Col45,Col46,Col47,Col48,Col49,Col50,Col51,Col52,Col53,Col54,Col55,Col56,Col57,Col58,Col59,Col60,Col61,Col62,Col63,Col64,Col65,Col66,Col67,Col68,Col69,Col70,Col71,Col72,Col73,Col74,Col75,Col76,Col77,Col78,Col79,Col80,Col81,Col82,Col83,Col84,Col85,Col86,Col87,Col88,Col89,Col90,Col91,Col92,Col93,Col94,Col95,Col96,Col97,Col98,Col99,Col100,Col101,Col102,Col103,Col104,Col105,Col106,Col107,Col108,Col109,Col110,Col111,Col112,Col113,Col114,Col115,Col116,Col117,Col118,Col119,Col120,Col121,Col122,Col123,Col124,Col125,Col126,Col127,Col128,Col129,Col130,Col131,Col132,Col133,Col134,Col135,Col136,Col137,Col138,Col139,Col140,Col141,Col142,Col143,Col144,Col145,Col146,Col147,Col148,Col149,Col150
Name63,53,,UK,New York,user63@example.com,+1-555-1934,Engineer,Umbrella,40212,HR,,2019-01-20,Inactive,146 Main St,14878,Germany,Note 63,99.92,3,34,Project 60,,9924,Name63,34,Male,UK,Toronto,user63@example.com,+1-555-4837,Manager,Umbrella,82908,HR,,2005-08-10,Inactive,716 Main St,95084,USA,Note 63,1.11,5,8,Project 99,Delta,3024,Name63,59,Male,Germany,Toronto,,+1-555-7848,Clerk,Acme Corp,32295,Engineering,Diana,2018-02-21,On Leave,429 Main St,65827,USA,Note 63,35.92,1,36,Project 45,Alpha,3680,,40,Other,Australia,Sydney,user63@example.com,+1-555-5526,Clerk,Initech,82352,,Alice,,Inactive,316 Main St,89878,USA,Note 63,95.76,2,33,Project 37,Delta,6896,Name63,,Male,Australia,Toronto,user63@example.com,+1-555-2056,,,52790,,Diana,2017-03-10,Inactive,321 Main St,20682,Canada,Note 63,60.5,1,1,Project 36,,3151,Name63,,Male,UK,Toronto,user63@example.com,+1-555-4652,Manager,Acme Corp,94372,Marketing,Alice,2013-10-03,On Leave,621 Main St,87743,UK,Note 63,84.52,8,9,,Gamma,6977,Name63,,,Canada,Sydney,user63@example.com
Name64,23,Male,USA,,user64@example.com,+1-555-6354,Analyst,Acme Corp,,Engineering,Diana,,On Leave,115 Main St,85188,USA,Note 64,25.56,8,35,Project 92,Beta,5829,Name64,62,Male,Germany,New York,user64@example.com,+1-555-6669,Manager,Globex,101321,Sales,Diana,2007-04-27,On Leave,983 Main St,92712,UK,Note 64,7.41,5,,Project 91,Alpha,9991,Name64,57,Other,Germany,London,user64@example.com,+1-555-1557,Analyst,Initech,117344,Engineering,Charlie,2015-09-02,Inactive,302 Main St,59214,,Note 64,91.22,6,36,Project 16,Beta,6960,Name64,41,Female,USA,Sydney,user64@example.com,+1-555-6496,,Umbrella,113930,Marketing,Bob,2011-04-03,On Leave,188 Main St,72016,USA,Note 64,55.2,,6,Project 20,Alpha,4270,Name64,,Female,Australia,Sydney,user64@example.com,+1-555-7912,Clerk,Globex,58903,HR,Diana,2018-03-31,Active,164 Main St,75608,USA,Note 64,28.5,,35,Project 37,,9838,Name64,29,Male,UK,New York,user64@example.com,+1-555-2770,Engineer,Globex,40699,,,2007-04-22,Active,689 Main St,68300,USA,Note 64,42.25,3,30,Project 100,Beta,,Name64,46,Male,,Sydney,user64@example.com
Name65,27,Other,USA,Berlin,user65@example.com,+1-555-7516,Engineer,Umbrella,69072,Engineering,Alice,2008-12-10,On Leave,735 Main St,38312,,Note 65,56.33,10,31,Project 16,Gamma,9266,Name65,,,USA,Sydney,user65@example.com,+1-555-9370,Analyst,Umbrella,119286,HR,Alice,2007-05-28,,958 Main St,57410,Australia,Note 65,85.51,3,5,Project 55,Delta,2145,Name65,,Other,,Berlin,user65@example.com,+1-555-2699,Analyst,Acme Corp,77592,Marketing,Diana,2010-11-10,Active,144 Main St,68111,USA,Note 65,,1,18,Project 49,Delta,2869,,32,Other,,Sydney,user65@example.com,+1-555-2328,Clerk,Acme Corp,56289,Engineering,Bob,2020-05-14,Inactive,340 Main St,33036,Australia,Note 65,58.46,5,,Project 91,Gamma,,Name65,29,Female,,Sydney,user65@example.com,+1-555-4733,Manager,,96711,Sales,Alice,2018-12-15,Inactive,395 Main St,74167,USA,Note 65,,6,18,Project 15,,812,Name65,44,Other,Germany,New York,user65@example.com,+1-555-7712,Manager,Globex,115669,Sales,,2011-04-11,On Leave,494 Main St,62941,Australia,Note 65,4.41,8,27,Project 52,Alpha,3659,Name65,38,Other,Australia,,user65@example.com
Name66,59,Male,,,user66@example.com,+1-555-9935,Manager,Acme Corp,112153,Sales,Diana,2012-08-23,Active,347 Main St,62941,UK,Note 66,81.5,4,13,Project 21,Alpha,880,Name66,61,Male,Germany,New York,user66@example.com,+1-555-8021,,Initech,77180,Engineering,Diana,2002-08-20,,574 Main St,85715,UK,Note 66,18.64,9,3,Project 71,Alpha,7006,,43,Other,Canada,Sydney,user66@example.com,+1-555-2973,Analyst,,101579,HR,Charlie,2000-08-13,Active,238 Main St,,UK,Note 66,8.22,4,4,Project 64,Beta,3882,,52,Female,Australia,Berlin,user66@example.com,+1-555-1991,Clerk,Acme Corp,74317,Engineering,Charlie,2012-06-22,On Leave,236 Main St,58231,Australia,Note 66,77.83,2,17,Project 51,Alpha,2784,Name66,59,Other,USA,Berlin,user66@example.com,+1-555-6467,Manager,Umbrella,,HR,Diana,2001-03-22,Inactive,432 Main St,71809,Canada,Note 66,45.38,4,,,Delta,6672,Name66,57,Male,Australia,New York,user66@example.com,+1-555-9239,Manager,Initech,,Marketing,Diana,2014-04-12,Active,432 Main St,65124,,Note 66,92.95,,,Project 97,Alpha,30,Name66,24,Male,UK,Toronto,user66@example.com
Name67,38,Other,Australia,Sydney,user67@example.com,+1-555-7423,Clerk,Globex,60791,Sales,Diana,2009-04-06,Inactive,208 Main St,93750,Canada,Note 67,40.48,4,39,,,3638,Name67,,Other,Germany,Sydney,user67@example.com,+1-555-2304,Clerk,Globex,113680,Engineering,Alice,2016-07-04,On Leave,484 Main St,48771,UK,Note 67,,9,40,Project 56,Delta,8325,Name67,20,Male,USA,Berlin,user67@example.com,+1-555-5264,Manager,Globex,90291,Sales,Charlie,,Active,460 Main St,79476,,Note 67,,8,5,Project 46,Gamma,8987,Name67,36,Male,,,user67@example.com,+1-555-1265,,Acme Corp,62955,Engineering,Diana,2006-12-03,On Leave,936 Main St,35532,UK,Note 67,1.92,9,17,Project 65,Alpha,,Name67,45,Other,USA,London,user67@example.com,+1-555-3658,Engineer,Acme Corp,61957,,Alice,2010-01-14,On Leave,555 Main St,25758,Germany,Note 67,53.06,,36,Project 37,Gamma,2785,Name67,39,Other,,New York,user67@example.com,,Manager,Initech,57432,HR,Diana,2016-07-13,On Leave,615 Main St,41544,Australia,,93.69,5,17,Project 57,Delta,3954,Name67,65,Male,UK,Toronto,user67@example.com
Name68,58,Female,Canada,Toronto,user68@example.com,+1-555-9028,Analyst,Initech,113190,Engineering,Bob,2015-02-06,,678 Main St,73950,Australia,Note 68,5.05,7,8,Project 24,Delta,4220,Name68,34,Male,USA,Toronto,user68@example.com,,Clerk,Globex,118078,Sales,Diana,2017-07-28,On Leave,612 Main St,88143,Germany,Note 68,,5,37,Project 63,,8903,Name68,26,Female,Australia,,user68@example.com,+1-555-2503,,Globex,88052,,Diana,2003-06-05,On Leave,134 Main St,92290,Canada,Note 68,99.72,5,7,Project 38,Delta,1455,,62,Female,Germany,London,user68@example.com,+1-555-1332,Analyst,Umbrella,,HR,,2006-10-15,Active,977 Main St,,Canada,Note 68,82.16,5,32,Project 30,Beta,9090,Name68,26,Male,,Sydney,user68@example.com,+1-555-6316,Engineer,Initech,88359,Engineering,Alice,2019-04-19,On Leave,162 Main St,95037,Germany,Note 68,,5,,Project 98,Alpha,,Name68,,,USA,Sydney,user68@example.com,+1-555-3791,Engineer,Initech,100727,Sales,Diana,2016-03-19,On Leave,,32369,USA,,,3,20,Project 18,Gamma,2915,Name68,49,Other,Germany,Toronto,user68@example.com
Name69,59,,UK,Sydney,user69@example.com,+1-555-1852,Clerk,Umbrella,38718,Engineering,Bob,2019-04-13,Inactive,260 Main St,43909,Germany,Note 69,,8,,Project 90,Beta,3783,Name69,50,,UK,Sydney,,+1-555-5827,Engineer,,81758,Engineering,Charlie,2009-03-19,Inactive,349 Main St,49008,UK,Note 69,,2,21,Project 55,Alpha,403,Name69,64,,UK,New York,user69@example.com,+1-555-6700,,Umbrella,77293,Marketing,Diana,,On Leave,887 Main St,29031,Germany,Note 69,34.04,3,12,Project 22,Alpha,8846,Name69,57,Male,Canada,Toronto,user69@example.com,+1-555-2915,,Umbrella,115571,HR,Alice,2007-08-24,Active,179 Main St,,Canada,Note 69,37.76,7,14,Project 13,Delta,240,Name69,38,Male,Australia,Sydney,user69@example.com,+1-555-3003,Manager,Acme Corp,113788,,Alice,2018-05-03,On Leave,803 Main St,,UK,Note 69,85.93,8,9,Project 83,Beta,2595,Name69,46,Other,Australia,Sydney,user69@example.com,+1-555-6833,Engineer,Acme Corp,,HR,Charlie,2016-02-05,Inactive,646 Main St,35099,Germany,Note 69,49.67,1,28,,Beta,9232,Name69,23,Other,,Berlin,user69@example.com
Name70,51,Other,UK,London,user70@example.com,+1-555-3609,Manager,,70929,HR,Bob,2014-07-12,Inactive,989 Main St,84873,Germany,Note 70,39.43,10,,Project 70,Delta,,Name70,24,Male,Germany,New York,user70@example.com,+1-555-3478,Engineer,Globex,,Marketing,Alice,2012-08-18,Active,,23130,Australia,Note 70,21.86,9,35,Project 84,Gamma,8065,Name70,37,Other,Canada,London,user70@example.com,+1-555-8847,,Acme Corp,68062,Sales,Diana,2015-06-09,Active,177 Main St,11670,Germany,Note 70,86.54,,30,Project 54,Beta,4980,Name70,58,Male,Canada,London,user70@example.com,+1-555-2600,Engineer,Globex,48932,Marketing,Bob,2006-10-10,Inactive,959 Main St,81663,Australia,Note 70,14.34,3,29,Project 64,Beta,4413,Name70,21,,Australia,Sydney,user70@example.com,+1-555-5142,Analyst,Initech,63762,Marketing,Charlie,2015-07-10,On Leave,296 Main St,71080,Canada,Note 70,35.43,6,6,Project 22,Delta,9934,Name70,31,Male,,Berlin,user70@example.com,+1-555-4820,,Acme Corp,119940,HR,Bob,2009-09-12,Inactive,215 Main St,25210,,Note 70,51.88,8,22,Project 89,Beta,4313,Name70,35,Female,Germany,Toronto,user70@example.com
Name71,28,Other,USA,Berlin,user71@example.com,+1-555-4271,,Umbrella,96818,Marketing,Charlie,2001-02-18,,747 Main St,23234,USA,Note 71,95.36,6,10,Project 14,Beta,5559,Name71,39,Female,Germany,London,user71@example.com,+1-555-8881,Engineer,Umbrella,49999,HR,Alice,2008-03-03,On Leave,245 Main St,36003,Germany,Note 71,65.61,6,38,,Beta,163,Name71,56,Male,Germany,London,user71@example.com,+1-555-5625,Analyst,,76267,Sales,Charlie,2014-10-30,On Leave,442 Main St,16674,,Note 71,41.93,7,39,Project 24,Beta,1428,Name71,32,Other,Germany,New York,user71@example.com,+1-555-3375,Manager,Acme Corp,31270,,Alice,2004-08-31,,672 Main St,74304,UK,Note 71,24.59,6,23,Project 86,Delta,684,Name71,49,Other,Canada,London,user71@example.com,+1-555-3274,Engineer,,48118,Sales,Diana,2009-08-10,On Leave,736 Main St,82085,UK,Note 71,62.02,7,37,Project 12,Delta,6829,Name71,62,Female,Canada,New York,user71@example.com,+1-555-5352,Analyst,Initech,63662,HR,Bob,2019-11-04,Inactive,299 Main St,,Germany,Note 71,40.73,1,27,Project 93,,9528,Name71,27,Male,Canada,London,user71@example.com
Name72,64,Female,Canada,Toronto,user72@example.com,+1-555-8813,Clerk,Initech,59149,Marketing,Bob,2017-06-04,,669 Main St,49991,Germany,Note 72,4.64,8,35,,Beta,6212,Name72,49,Female,UK,Berlin,user72@example.com,+1-555-4529,Clerk,Initech,,HR,Diana,2001-05-28,On Leave,931 Main St,85440,,Note 72,31.87,3,39,Project 89,Alpha,1938,Name72,46,Other,Australia,Berlin,user72@example.com,,Manager,,113213,Sales,Diana,2008-07-02,,735 Main St,58603,Australia,Note 72,20.58,,38,Project 38,Beta,,Name72,22,Male,Canada,Sydney,user72@example.com,+1-555-8989,Clerk,Acme Corp,110607,HR,Alice,2016-10-11,Active,396 Main St,50019,Australia,Note 72,8.34,10,24,Project 56,Alpha,7769,Name72,60,Other,Australia,Berlin,user72@example.com,+1-555-9425,Analyst,Initech,109412,Sales,Bob,2010-06-14,Inactive,258 Main St,20048,UK,Note 72,44.89,,7,Project 70,Alpha,8880,Name72,61,Male,USA,Berlin,user72@example.com,,Manager,Initech,86145,HR,Diana,2020-05-06,On Leave,909 Main St,80850,USA,Note 72,,,18,Project 7,Beta,3366,,39,,UK,Berlin,user72@example.com
Name73,43,Female,USA,London,user73@example.com,+1-555-2410,Analyst,Acme Corp,56924,HR,Bob,2001-11-11,Active,,59470,UK,Note 73,2.84,8,16,Project 3,Alpha,8022,Name73,,Female,Australia,Sydney,user73@example.com,,Analyst,,77167,,Charlie,,Active,410 Main St,25434,UK,Note 73,68.63,1,37,Project 34,Beta,2221,Name73,23,Other,Canada,London,user73@example.com,+1-555-7162,Engineer,,104671,Marketing,Bob,2016-09-12,On Leave,627 Main St,19945,USA,,61.6,8,23,Project 1,Alpha,,Name73,60,Female,Germany,Sydney,user73@example.com,+1-555-2014,Analyst,,35218,HR,Alice,2007-06-07,Inactive,657 Main St,44474,UK,Note 73,2.26,1,8,Project 59,Gamma,40,,25,Male,UK,,user73@example.com,+1-555-5670,Analyst,Globex,68221,Marketing,Diana,2014-08-05,On Leave,123 Main St,,Australia,Note 73,9.08,10,13,Project 54,Delta,,Name73,58,Male,UK,Sydney,user73@example.com,+1-555-3387,Manager,Umbrella,94109,HR,Diana,2018-11-25,Active,733 Main St,39154,UK,Note 73,88.84,9,5,Project 54,Delta,5441,Name73,63,Other,UK,London,user73@example.com
Name74,42,Female,Australia,Toronto,user74@example.com,+1-555-9989,Manager,Umbrella,39909,Engineering,Bob,2016-02-06,On Leave,553 Main St,24034,UK,Note 74,81.72,9,14,,Gamma,3380,Name74,24,Female,Australia,New York,user74@example.com,+1-555-2560,Clerk,Globex,77498,HR,Charlie,2015-07-14,On Leave,813 Main St,48297,Australia,Note 74,25.43,10,40,Project 23,Beta,9129,Name74,60,Other,Germany,Berlin,user74@example.com,+1-555-9644,Engineer,Acme Corp,101228,Engineering,Alice,2006-08-12,Active,817 Main St,36339,Australia,Note 74,34.28,6,36,,Alpha,6113,Name74,58,Female,UK,Sydney,user74@example.com,+1-555-7184,Analyst,Umbrella,54819,Marketing,Bob,2014-07-09,On Leave,809 Main St,27226,UK,Note 74,,2,9,Project 41,Alpha,1035,Name74,20,,UK,New York,user74@example.com,+1-555-1287,Manager,Acme Corp,107949,Engineering,Bob,2003-06-26,Active,672 Main St,55716,Australia,Note 74,69.87,8,24,Project 96,Delta,,Name74,34,Other,UK,London,user74@example.com,+1-555-1773,Analyst,Umbrella,38290,Sales,Diana,,Inactive,213 Main St,,Germany,Note 74,4.69,6,26,Project 41,Beta,2713,Name74,22,Female,UK,New York,user74@example.com
Name75,42,Other,Canada,New York,user75@example.com,+1-555-6182,Analyst,Globex,58458,HR,Alice,2011-10-12,Inactive,,77119,UK,,79.84,7,29,Project 54,Delta,6723,Name75,20,Other,,,user75@example.com,+1-555-8575,Clerk,Umbrella,117898,,,,Active,202 Main St,79340,USA,Note 75,8.75,6,,Project 44,Gamma,3405,Name75,53,Other,USA,Sydney,user75@example.com,+1-555-6225,Engineer,Acme Corp,53413,HR,Bob,2007-05-07,On Leave,719 Main St,,UK,Note 75,85.99,4,10,Project 18,Gamma,1482,Name75,62,Female,Germany,New York,,+1-555-8281,Manager,Umbrella,57194,HR,Bob,2010-05-22,Inactive,711 Main St,27255,Germany,Note 75,13.15,3,2,Project 15,Beta,3479,Name75,36,Other,UK,,user75@example.com,+1-555-3800,Manager,Umbrella,77734,HR,Alice,2014-04-16,Inactive,329 Main St,83340,Australia,Note 75,46.08,5,39,Project 30,Alpha,2874,Name75,38,Female,Australia,New York,user75@example.com,+1-555-7954,Manager,Globex,,Marketing,Bob,2014-02-23,Active,,21742,UK,Note 75,60.4,4,30,Project 48,Delta,3425,Name75,40,,Australia,Sydney,
Name76,29,Male,UK,Berlin,,+1-555-8382,Analyst,Umbrella,71683,Sales,Bob,2013-05-08,On Leave,773 Main St,,,Note 76,30.64,8,34,Project 3,Gamma,2010,Name76,34,Male,USA,London,user76@example.com,+1-555-9006,Analyst,Umbrella,45529,,Alice,2000-01-28,Active,326 Main St,46101,Australia,Note 76,50.45,1,17,Project 68,,1469,Name76,20,Other,Canada,Berlin,user76@example.com,+1-555-7299,Clerk,Globex,78998,Sales,Charlie,2015-04-25,Inactive,954 Main St,62244,USA,Note 76,,,26,Project 94,Alpha,,Name76,54,Male,Canada,Toronto,user76@example.com,+1-555-8044,Analyst,Acme Corp,84660,Marketing,Bob,2018-06-28,On Leave,125 Main St,16777,,Note 76,82.31,5,,,Gamma,7181,Name76,,,UK,New York,user76@example.com,+1-555-5366,Engineer,Umbrella,103312,HR,Diana,2019-07-12,Active,311 Main St,45624,Canada,Note 76,,10,8,Project 47,Beta,9997,Name76,59,Other,UK,London,user76@example.com,+1-555-6223,Clerk,Initech,42159,,,2011-09-29,Active,,40019,Germany,Note 76,74.15,8,30,Project 35,Gamma,4432,Name76,44,Other,USA,New York,user76@example.com
Name77,48,Other,UK,Sydney,user77@example.com,+1-555-6518,Clerk,Initech,59800,Engineering,Bob,2007-02-27,On Leave,949 Main St,78845,UK,Note 77,84.11,,31,Project 53,Delta,2231,Name77,27,Other,,Toronto,,+1-555-3687,Clerk,Acme Corp,82293,Marketing,Charlie,2001-07-03,Active,417 Main St,43021,Germany,Note 77,71.94,6,1,Project 17,Alpha,587,Name77,25,Female,Germany,London,user77@example.com,+1-555-6121,Analyst,Umbrella,65572,HR,Bob,2011-05-05,,334 Main St,17647,UK,Note 77,,10,32,Project 14,,5029,Name77,47,,Australia,Toronto,user77@example.com,,Engineer,Initech,91062,Marketing,Alice,2014-02-08,On Leave,829 Main St,,Australia,Note 77,76.26,4,34,Project 55,Beta,6946,Name77,29,Female,Germany,London,user77@example.com,+1-555-3433,,Umbrella,78461,Engineering,Alice,2014-08-04,Active,997 Main St,29373,Germany,Note 77,15.11,2,19,Project 40,Delta,7544,Name77,28,Female,Germany,Sydney,user77@example.com,,Engineer,Umbrella,113469,Engineering,Bob,,Inactive,934 Main St,26225,Australia,Note 77,47.82,9,10,Project 50,Alpha,7404,Name77,64,Other,Australia,Toronto,user77@example.com
Name78,25,Other,Canada,London,user78@example.com,+1-555-2659,Manager,Umbrella,73695,Marketing,Alice,2017-01-04,On Leave,144 Main St,97602,UK,Note 78,46.56,,1,Project 49,Alpha,,,31,Other,Canada,Toronto,user78@example.com,+1-555-1111,Clerk,,,Sales,Bob,2006-12-19,Inactive,896 Main St,89681,USA,,61.47,,19,Project 62,Beta,1573,Name78,57,Female,Canada,Sydney,user78@example.com,,Clerk,Umbrella,87248,HR,Diana,2003-06-29,,276 Main St,,UK,Note 78,91.29,1,31,Project 17,Delta,4578,Name78,27,Male,Australia,London,user78@example.com,+1-555-3208,Clerk,,119270,Engineering,Diana,2000-03-16,Inactive,133 Main St,83281,USA,Note 78,99.62,7,4,Project 72,Beta,6068,Name78,35,Female,Canada,Sydney,user78@example.com,,Clerk,Globex,39462,Engineering,Charlie,2005-06-14,On Leave,680 Main St,61023,USA,Note 78,35.82,10,14,Project 43,Gamma,2448,Name78,48,Female,Canada,,user78@example.com,+1-555-6639,Analyst,Acme Corp,62871,Sales,Bob,2020-05-04,On Leave,583 Main St,92773,USA,Note 78,81.98,2,37,Project 21,Beta,1549,Name78,65,Male,Australia,Berlin,user78@example.com
Name79,34,Male,Australia,Berlin,user79@example.com,+1-555-7934,Manager,Acme Corp,67429,Engineering,Alice,2000-01-17,On Leave,239 Main St,59456,UK,Note 79,21.48,10,32,Project 38,Alpha,7286,Name79,57,Male,UK,London,user79@example.com,+1-555-6245,Manager,Initech,58288,HR,,2003-11-04,On Leave,691 Main St,47794,USA,Note 79,1.5,6,30,,Delta,6277,Name79,40,Female,Australia,Sydney,user79@example.com,+1-555-1420,Manager,,36999,HR,Bob,2017-11-09,Active,209 Main St,91874,Canada,Note 79,22.33,8,9,Project 67,Beta,4062,Name79,49,Male,,Sydney,user79@example.com,+1-555-8094,Clerk,Umbrella,37007,Sales,Diana,2019-01-04,On Leave,189 Main St,66252,Australia,,89.89,2,36,Project 26,Alpha,1580,Name79,48,Other,Australia,Toronto,user79@example.com,+1-555-7444,Clerk,Umbrella,90160,Sales,Diana,2004-05-11,Inactive,687 Main St,16130,Germany,Note 79,48.83,7,37,Project 90,Beta,5449,Name79,44,Other,Germany,London,user79@example.com,+1-555-3441,Engineer,Initech,110736,HR,Bob,2000-08-31,,992 Main St,98529,Canada,Note 79,84.98,,1,Project 54,Delta,7817,Name79,39,Female,Germany,Berlin,user79@example.com
Name80,43,Female,USA,London,user80@example.com,+1-555-7595,Engineer,Globex,67456,Marketing,Alice,2001-01-20,On Leave,204 Main St,64076,Canada,Note 80,65.12,7,22,Project 25,Beta,4271,Name80,31,Male,USA,Sydney,user80@example.com,+1-555-2896,,,78239,Engineering,Alice,2008-09-16,On Leave,753 Main St,71042,,Note 80,17.06,,13,Project 19,Alpha,4823,Name80,63,Male,Australia,Sydney,user80@example.com,+1-555-7017,Manager,Acme Corp,60521,Sales,,2001-05-07,Active,730 Main St,21508,UK,Note 80,,8,18,,Alpha,,Name80,,Other,Australia,Berlin,user80@example.com,+1-555-1800,,Acme Corp,40473,Sales,Diana,2017-03-08,On Leave,,83709,USA,Note 80,42.59,2,40,Project 63,Beta,5720,Name80,51,Female,Germany,Sydney,user80@example.com,+1-555-2940,Manager,Umbrella,119223,Marketing,Bob,2011-07-27,Inactive,443 Main St,,Canada,Note 80,70.65,5,2,Project 43,Gamma,2000,Name80,39,Other,Germany,,user80@example.com,+1-555-2190,,Globex,71966,Engineering,Alice,2003-03-15,,584 Main St,92835,Canada,Note 80,57.18,7,29,Project 91,Gamma,9006,Name80,51,Other,UK,Berlin,user80@example.com
Name81,52,Male,Australia,London,user81@example.com,+1-555-6463,Clerk,Umbrella,71115,Engineering,Charlie,2016-04-04,On Leave,245 Main St,65639,Germany,Note 81,64.05,4,39,Project 9,Delta,2363,Name81,53,Other,USA,New York,user81@example.com,+1-555-6847,Engineer,Initech,105424,Engineering,Bob,2001-05-14,On Leave,323 Main St,57720,Australia,Note 81,92.79,7,27,Project 46,Alpha,,Name81,24,,USA,,user81@example.com,,Clerk,Acme Corp,34615,HR,Diana,2011-09-22,Active,613 Main St,44883,USA,Note 81,32.2,4,28,Project 97,Alpha,9533,Name81,27,Female,UK,Toronto,,,Manager,Initech,40082,Sales,Alice,2006-07-19,Inactive,468 Main St,19502,UK,Note 81,91.52,5,10,Project 3,Alpha,190,Name81,65,Other,UK,,user81@example.com,+1-555-6004,Manager,Globex,91410,Marketing,Diana,2013-04-06,On Leave,947 Main St,85928,Australia,Note 81,69.56,3,38,Project 1,Gamma,916,Name81,21,,Canada,Berlin,user81@example.com,+1-555-5479,Manager,Initech,59935,Marketing,Diana,2000-10-25,,884 Main St,,USA,Note 81,78.56,8,37,Project 33,Delta,7112,Name81,32,Other,Germany,,user81@example.com
Name82,52,Other,Germany,Toronto,user82@example.com,+1-555-9410,Analyst,Acme Corp,111235,Sales,Charlie,2011-03-21,,904 Main St,92627,Germany,Note 82,48.23,1,6,Project 96,Delta,3019,Name82,,Male,Australia,Berlin,,+1-555-2713,Analyst,Globex,,Marketing,Bob,2000-08-06,On Leave,616 Main St,27117,Germany,Note 82,73.52,7,39,Project 16,Delta,9854,Name82,59,Female,USA,Toronto,user82@example.com,+1-555-3384,Analyst,Acme Corp,81763,Engineering,Charlie,2008-10-22,,795 Main St,87789,Australia,Note 82,82.32,4,12,Project 89,Alpha,8379,Name82,45,Male,Canada,Toronto,user82@example.com,+1-555-1150,Analyst,Initech,30409,Marketing,Diana,2019-07-14,On Leave,525 Main St,62406,Canada,Note 82,43.93,8,23,Project 26,Gamma,819,Name82,47,Other,,,user82@example.com,+1-555-4247,Clerk,Umbrella,79176,HR,Bob,2004-02-21,Inactive,641 Main St,64969,USA,Note 82,8.87,7,19,Project 13,Gamma,,Name82,24,Male,,New York,user82@example.com,+1-555-1225,Manager,Acme Corp,47952,Sales,Diana,2005-03-06,Active,499 Main St,22571,,Note 82,60.77,6,3,Project 60,Gamma,5868,Name82,25,Female,Canada,Berlin,user82@example.com
Name83,61,,Germany,London,user83@example.com,+1-555-9137,Engineer,Initech,,HR,Charlie,,,339 Main St,,USA,Note 83,19.0,1,21,Project 1,Gamma,,Name83,,Other,USA,Berlin,user83@example.com,+1-555-4353,Analyst,Acme Corp,46594,Engineering,Diana,2001-09-09,On Leave,797 Main St,54016,UK,Note 83,91.34,,14,Project 2,Beta,,Name83,22,Other,UK,Sydney,user83@example.com,,Engineer,Acme Corp,32659,HR,Charlie,2006-07-10,On Leave,506 Main St,60764,Canada,Note 83,20.14,,37,,Alpha,6781,Name83,39,Female,,New York,user83@example.com,+1-555-6317,Manager,Globex,,Marketing,Alice,2007-06-02,Active,517 Main St,39376,Canada,Note 83,11.23,5,2,Project 92,Delta,7198,Name83,56,Male,Germany,New York,,+1-555-2282,Manager,Umbrella,43377,Engineering,Diana,,On Leave,224 Main St,58947,,Note 83,9.45,3,15,Project 67,Gamma,7636,Name83,,Other,Australia,,user83@example.com,+1-555-7045,Analyst,Initech,51145,,Diana,2019-07-17,On Leave,568 Main St,96019,Australia,Note 83,25.39,2,30,Project 10,Beta,3598,Name83,30,Female,Germany,Sydney,user83@example.com
Name84,52,Other,UK,Sydney,user84@example.com,+1-555-4494,Analyst,Umbrella,,Sales,Bob,,,476 Main St,83387,Australia,Note 84,52.81,3,3,Project 60,Beta,9331,Name84,33,Male,USA,Berlin,user84@example.com,+1-555-5826,Engineer,Initech,58088,HR,Alice,2010-02-20,On Leave,722 Main St,,Canada,Note 84,86.53,4,8,Project 38,Beta,2314,Name84,48,Other,UK,Berlin,user84@example.com,+1-555-3112,Engineer,Umbrella,112471,Marketing,Alice,2008-08-12,Active,,83940,Canada,,33.13,8,24,Project 29,Gamma,6143,Name84,,Male,UK,Sydney,user84@example.com,+1-555-4331,Analyst,Umbrella,53014,HR,Charlie,2016-02-11,Active,719 Main St,16330,Canada,Note 84,,2,39,Project 95,Beta,7119,Name84,40,,USA,Berlin,user84@example.com,+1-555-2239,,Initech,88506,Engineering,Charlie,,On Leave,995 Main St,62414,Canada,Note 84,9.55,5,10,Project 98,Delta,4484,Name84,39,Female,USA,Sydney,user84@example.com,+1-555-9394,,Globex,40743,,Diana,2017-11-12,On Leave,517 Main St,60749,USA,Note 84,97.15,8,27,Project 32,Gamma,2431,,34,Female,USA,,user84@example.com
